9285-0.48, 1019.75, 23.62,27,253,17,-75,-11,-13,-12,-466,292
9380-0.41, 1019.78, 23.62,25,255,21,-81,-32,-9,-8,-462,294
9476-0.48, 1019.76, 23.63,27,253,17,-73,13,-11,-6,-465,291
9571-0.78, 1019.78, 23.61,26,254,17,-86,-121,-11,-11,-459,292
9673-0.42, 1019.75, 23.62,23,252,20,-70,39,-13,-9,-463,290
9772-0.12, 1019.75, 23.63,30,253,20,-79,-9,-12,-7,-465,291
9868-0.75, 1019.73, 23.63,26,254,21,-75,-23,-11,-8,-463,293
9963-0.21, 1019.81, 23.62,26,255,18,-81,-72,-11,-12,-464,292
10058-0.53, 1019.80, 23.62,26,254,19,-77,7,-9,-10,-464,291
10153-0.24, 1019.73, 23.63,26,255,18,-81,-105,-10,-11,-463,288
10250-0.21, 1019.74, 23.63,26,253,19,-71,10,-12,-10,-466,292
10345-0.29, 1019.72, 23.63,27,254,24,-78,-5,-12,-9,-464,291
10463-0.35, 1019.77, 23.63,26,253,21,-74,-32,-10,-9,-464,290
10562-0.21, 1019.78, 23.63,30,252,18,-81,-6,-13,-11,-464,291
10672-0.45, 1019.80, 23.62,26,253,21,-80,-68,-8,-8,-462,292
10768-0.69, 1019.77, 23.62,29,254,9,-73,-2,-11,-8,-465,290
10863-0.53, 1019.75, 23.62,25,253,15,-75,-6,-8,-10,-465,291
10972-0.71, 1019.76, 23.62,24,254,19,-81,-77,-9,-7,-463,292
11068-0.27, 1019.81, 23.63,25,251,20,-75,-47,-11,-9,-467,291
11163-0.39, 1019.81, 23.63,29,253,19,-73,19,-10,-9,-463,291
11258-0.42, 1019.73, 23.63,26,254,23,-79,-51,-11,-8,-464,292
11353-0.62, 1019.75, 23.63,29,253,19,-77,-55,-9,-9,-462,292
11451-0.47, 1019.78, 23.64,25,254,18,-77,-3,-9,-7,-464,292
11547-0.69, 1019.72, 23.63,28,253,18,-79,-52,-12,-9,-465,291
11642-0.20, 1019.70, 23.63,28,253,20,-81,-44,-14,-9,-468,291
11738-0.29, 1019.77, 23.63,28,253,20,-75,-29,-11,-11,-463,293
11834-0.17, 1019.74, 23.63,26,253,23,-74,-10,-11,-11,-466,292
11929-0.47, 1019.71, 23.64,26,254,18,-79,-42,-5,-7,-464,291
12024-0.23, 1019.78, 23.63,26,253,20,-75,13,-9,-7,-464,294
12127-0.17, 1019.76, 23.63,26,253,19,-79,-64,-13,-7,-464,292
12225-0.53, 1019.75, 23.63,28,253,15,-73,-4,-8,-9,-464,293
12321-0.44, 1019.73, 23.63,28,252,19,-78,-15,-10,-8,-464,291
12417-0.02, 1019.72, 23.63,37,253,19,-80,-60,-9,-8,-464,291
12512-0.20, 1019.75, 23.64,26,254,19,-75,-2,-9,-10,-463,293
12638-0.48, 1019.72, 23.63,29,255,20,-77,-51,-15,-8,-463,292
12734-0.35, 1019.78, 23.63,26,252,10,-73,-17,-9,-9,-464,293
12829-0.59, 1019.76, 23.64,26,253,17,-75,-6,-10,-10,-464,292
12932-0.59, 1019.75, 23.64,27,253,19,-81,-84,-8,-9,-464,290
13030-0.05, 1019.70, 23.65,25,252,13,-72,20,-10,-8,-466,293
13126-0.47, 1019.74, 23.62,28,252,17,-80,-57,-12,-6,-461,291
13221-0.53, 1019.73, 23.64,27,254,16,-76,-18,-12,-9,-464,291
13318-0.47, 1019.72, 23.63,25,254,18,-75,-24,-8,-8,-465,292
13413-0.35, 1019.74, 23.64,27,252,18,-76,-8,-11,-8,-463,290
13508-0.31, 1019.81, 23.66,25,255,18,-80,-64,-12,-8,-462,292
13604-0.47, 1019.79, 23.65,27,252,17,-77,-9,-9,-9,-463,293
13700-0.32, 1019.75, 23.64,27,254,20,-77,-22,-11,-10,-463,292
13807-0.71, 1019.76, 23.63,27,253,18,-75,-35,-9,-7,-463,292
13905-0.32, 1019.76, 23.63,27,255,23,-74,13,-11,-9,-464,290
14001-0.47, 1019.75, 23.65,26,252,19,-75,-33,-12,-7,-464,295
14097-0.35, 1019.74, 23.65,26,254,19,-79,-39,-11,-6,-463,291
14192-0.11, 1019.73, 23.64,26,253,18,-77,-34,-11,-8,-462,290
142870.11, 1019.75, 23.65,27,254,17,-77,-18,-11,-11,-464,292
14384-0.67, 1019.77, 23.65,25,253,19,-78,-50,-11,-6,-463,290
14479-0.25, 1019.77, 23.65,26,253,17,-76,-18,-10,-8,-463,293
145790.02, 1019.74, 23.65,27,253,18,-77,-46,-12,-7,-465,289
14674-0.70, 1019.75, 23.65,26,253,18,-75,-19,-10,-7,-469,287
14770-0.64, 1019.81, 23.65,29,253,17,-77,-26,-12,-8,-464,292
14866-0.50, 1019.80, 23.65,24,253,19,-75,-28,-9,-7,-467,290
14961-0.37, 1019.82, 23.65,25,254,18,-76,-19,-9,-8,-466,293
15056-0.43, 1019.73, 23.66,28,253,17,-77,-53,-9,-7,-463,290
15169-0.20, 1019.84, 23.65,26,253,19,-80,-57,-12,-6,-463,292
15279-0.16, 1019.74, 23.63,28,254,18,-73,23,-10,-11,-463,294
15381-0.47, 1019.73, 23.65,27,254,16,-81,-67,-12,-7,-461,290
15480-0.41, 1019.68, 23.65,24,253,19,-74,-42,-11,-7,-464,292
15576-0.38, 1019.73, 23.65,26,254,23,-80,14,-10,-11,-462,291
15672-0.31, 1019.75, 23.65,26,254,24,-80,-62,-13,-10,-463,293
15767-0.98, 1019.80, 23.65,25,255,20,-74,-23,-10,-8,-465,291
15863-0.07, 1019.76, 23.65,22,254,16,-79,-7,-8,-8,-463,292
15959-1.06, 1019.78, 23.66,32,253,19,-77,-68,-13,-8,-465,290
16054-0.34, 1019.77, 23.66,24,253,15,-75,9,-9,-10,-464,291
16156-0.25, 1019.78, 23.65,28,253,18,-78,-31,-9,-7,-461,290
16256-0.61, 1019.77, 23.65,26,253,19,-79,-60,-12,-7,-465,291
16351-0.55, 1019.74, 23.64,26,255,17,-74,21,-11,-11,-464,292
16478-0.47, 1019.76, 23.66,27,253,18,-82,-77,-11,-7,-464,290
16573-0.59, 1019.77, 23.65,26,253,18,-73,-6,-12,-11,-465,293
16669-0.11, 1019.79, 23.63,26,253,17,-78,-35,-11,-7,-464,294
16813-0.41, 1019.82, 23.65,25,254,19,-78,-53,-8,-9,-463,292
16909-0.59, 1019.75, 23.65,26,253,20,-73,12,-13,-6,-463,291
17005-0.47, 1019.78, 23.65,25,254,17,-80,-73,-10,-10,-463,290
17107-0.82, 1019.74, 23.65,27,253,18,-74,17,-10,-10,-465,290
17206-0.73, 1019.76, 23.65,27,253,19,-78,-44,-11,-10,-462,292
17302-0.31, 1019.74, 23.65,27,254,17,-79,-32,-12,-9,-464,292
17397-0.46, 1019.75, 23.66,27,254,20,-76,1,-12,-10,-466,293
17494-0.49, 1019.75, 23.66,27,253,16,-79,-62,-10,-10,-464,292
17589-0.52, 1019.76, 23.66,26,253,20,-75,-6,-11,-10,-463,294
17684-0.52, 1019.78, 23.65,27,254,19,-76,-11,-10,-8,-462,291
177800.06, 1019.76, 23.65,26,254,18,-78,-41,-12,-7,-463,291
178830.20, 1019.71, 23.66,26,253,20,-75,-15,-10,-12,-463,289
17981-0.58, 1019.76, 23.65,27,253,18,-77,-33,-11,-6,-463,293
18077-0.31, 1019.74, 23.65,27,252,19,-77,-30,-11,-9,-465,293
18172-0.64, 1019.77, 23.66,27,253,19,-76,-21,-11,-8,-467,291
18268-0.70, 1019.76, 23.66,26,253,19,-77,-34,-11,-6,-464,287
183640.12, 1019.76, 23.66,27,253,19,-76,-30,-10,-9,-462,291
18459-0.15, 1019.70, 23.66,27,253,20,-75,-24,-12,-8,-466,290
18555-0.36, 1019.75, 23.65,27,254,18,-77,-10,-10,-7,-466,294
18657-0.52, 1019.77, 23.66,26,254,19,-76,-29,-11,-7,-465,292
18756-0.43, 1019.73, 23.66,26,254,18,-77,-25,-11,-9,-465,290
18851-0.61, 1019.80, 23.67,26,253,17,-77,-23,-11,-8,-463,290
18948-0.91, 1019.78, 23.66,27,253,17,-77,-29,-11,-9,-463,291
19043-0.64, 1019.83, 23.66,27,252,19,-77,-30,-10,-8,-463,289
19138-0.37, 1019.80, 23.67,27,253,20,-76,-23,-11,-9,-465,290
19234-0.70, 1019.77, 23.67,27,253,19,-77,-26,-11,-11,-464,292
19330-0.22, 1019.78, 23.67,25,253,19,-75,-17,-10,-9,-463,291
19432-0.07, 1019.73, 23.67,27,254,19,-76,-26,-11,-8,-464,291
19531-0.49, 1019.82, 23.65,27,254,19,-76,-29,-11,-8,-465,292
19627-0.36, 1019.81, 23.67,26,253,20,-77,-29,-10,-8,-463,295
19753-0.49, 1019.76, 23.66,27,254,19,-77,-24,-11,-10,-461,293
19849-0.34, 1019.79, 23.66,27,253,19,-77,-32,-11,-5,-465,292
19945-0.25, 1019.75, 23.66,26,252,18,-76,-24,-10,-10,-463,290
20040-0.46, 1019.77, 23.66,26,253,19,-77,-26,-9,-8,-464,293
20136-0.97, 1019.75, 23.67,26,252,19,-77,-35,-10,-9,-462,292
20232-0.42, 1019.77, 23.67,26,254,18,-78,-35,-11,-9,-463,291
20364-0.49, 1019.77, 23.67,28,252,19,-77,-31,-11,-8,-463,291
20462-0.58, 1019.76, 23.67,25,254,18,-78,-28,-11,-9,-463,292
20558-0.82, 1019.73, 23.66,26,254,19,-76,-28,-12,-11,-465,289
20654-0.40, 1019.80, 23.66,26,254,18,-78,-35,-11,-9,-465,290
20749-0.16, 1019.77, 23.67,26,253,18,-76,-17,-11,-9,-465,292
20845-0.64, 1019.81, 23.68,27,252,18,-78,-36,-11,-10,-465,292
20940-0.75, 1019.74, 23.67,27,254,17,-77,-31,-10,-7,-463,291
21036-0.27, 1019.81, 23.68,27,254,18,-78,-30,-11,-9,-465,293
21138-0.64, 1019.76, 23.67,27,253,20,-77,-25,-12,-9,-464,291
21237-0.48, 1019.75, 23.67,27,254,17,-78,-36,-11,-9,-461,291
21332-0.22, 1019.80, 23.67,27,253,19,-75,-18,-10,-11,-463,291
21429-0.54, 1019.75, 23.69,27,253,18,-78,-36,-11,-7,-463,290
21524-0.60, 1019.80, 23.67,26,253,18,-76,-18,-10,-8,-466,290
21619-0.06, 1019.75, 23.67,26,254,17,-77,-27,-10,-8,-462,292
21715-0.69, 1019.78, 23.67,26,254,18,-76,-25,-11,-10,-464,295
21811-0.91, 1019.82, 23.67,27,254,17,-78,-33,-10,-9,-462,292
21913-0.55, 1019.79, 23.68,27,254,19,-78,-31,-10,-10,-464,291
22011-0.61, 1019.77, 23.68,28,253,18,-75,-20,-10,-8,-465,290
22108-0.67, 1019.80, 23.69,27,254,18,-78,-25,-10,-8,-462,293
22203-0.54, 1019.76, 23.69,27,253,19,-78,-49,-10,-9,-463,291
22299-0.99, 1019.84, 23.69,27,254,20,-77,-14,-11,-9,-463,290
22394-0.45, 1019.84, 23.69,27,253,18,-77,-33,-11,-10,-463,294
22503-0.94, 1019.78, 23.69,26,254,18,-77,-22,-11,-10,-461,292
22599-0.85, 1019.79, 23.68,27,253,17,-77,-30,-10,-9,-464,292
22701-0.54, 1019.79, 23.69,26,253,18,-77,-22,-12,-8,-466,292
22800-0.90, 1019.81, 23.68,27,254,19,-78,-43,-10,-10,-467,291
22895-0.61, 1019.84, 23.68,27,253,18,-75,-3,-11,-8,-465,293
22990-1.05, 1019.78, 23.68,28,253,20,-77,-47,-10,-9,-465,290
23087-1.17, 1019.81, 23.67,27,254,16,-76,-18,-11,-10,-464,292
23182-0.85, 1019.82, 23.69,27,254,20,-77,-32,-11,-10,-462,292
23278-0.54, 1019.77, 23.68,27,252,18,-77,-32,-10,-8,-460,291
23373-0.54, 1019.77, 23.69,26,253,18,-78,-22,-11,-8,-461,292
23469-1.05, 1019.79, 23.68,26,254,18,-75,-23,-9,-9,-463,292
23571-1.08, 1019.81, 23.70,26,254,18,-78,-24,-11,-9,-462,293
23669-1.08, 1019.82, 23.67,26,254,18,-76,-20,-9,-8,-466,289
23766-0.51, 1019.81, 23.69,27,252,19,-79,-34,-12,-5,-462,290
23861-0.90, 1019.75, 23.70,26,253,17,-74,-14,-11,-11,-465,291
23956-0.48, 1019.81, 23.70,26,253,17,-80,-49,-11,-8,-464,291
24052-0.60, 1019.77, 23.70,27,254,19,-75,-4,-11,-10,-466,290
24192-0.76, 1019.80, 23.69,26,255,19,-86,-122,-10,-8,-463,293
24287-1.38, 1019.85, 23.69,27,252,18,-70,53,-11,-10,-465,292
24406-1.09, 1019.84, 23.68,26,252,12,-84,-60,-11,-11,-462,291
24505-1.00, 1019.80, 23.68,26,253,16,-76,-31,-11,-8,-464,292
24600-0.87, 1019.79, 23.69,28,254,19,-76,-5,-12,-9,-462,293
24696-1.17, 1019.82, 23.69,28,254,19,-78,-63,-13,-7,-464,289
24792-0.99, 1019.79, 23.70,25,251,24,-70,-17,-11,-10,-464,294
24887-1.17, 1019.82, 23.69,25,255,19,-77,-13,-8,-8,-464,294
24983-0.78, 1019.82, 23.69,28,253,18,-68,9,-8,-10,-463,292
25078-0.87, 1019.80, 23.70,25,253,22,-82,-84,-11,-8,-464,292
25181-0.57, 1019.77, 23.69,25,254,19,-78,-17,-12,-10,-466,290
25280-0.51, 1019.74, 23.70,27,252,22,-82,-4,-9,-8,-464,289
25375-0.95, 1019.77, 23.69,30,255,21,-80,-101,-10,-11,-461,287
25470-0.90, 1019.81, 23.71,30,255,21,-69,2,-8,-11,-464,290
25567-0.90, 1019.83, 23.70,22,254,22,-81,-27,-10,-10,-462,291
25662-0.44, 1019.78, 23.71,28,252,22,-76,-19,-10,-10,-465,292
25757-0.87, 1019.83, 23.71,27,254,18,-77,-42,-12,-7,-463,291
25853-0.68, 1019.83, 23.70,26,255,17,-78,-52,-11,-10,-463,291
25956-1.26, 1019.85, 23.70,27,253,17,-71,23,-10,-10,-465,292
26054-0.42, 1019.81, 23.71,26,253,18,-81,-52,-12,-10,-465,292
26149-0.89, 1019.79, 23.71,26,253,19,-75,-6,-11,-7,-463,291
26246-1.23, 1019.85, 23.70,27,253,18,-78,-33,-11,-8,-463,292
26341-0.57, 1019.79, 23.70,25,254,18,-75,-29,-12,-10,-465,290
26437-0.98, 1019.83, 23.70,28,253,19,-74,-35,-10,-10,-466,291
26532-1.10, 1019.77, 23.72,27,253,19,-75,-10,-10,-9,-465,289
26628-0.80, 1019.79, 23.70,27,254,18,-80,-44,-12,-7,-462,291
26724-0.83, 1019.79, 23.71,26,254,17,-76,-17,-11,-6,-461,293
26824-0.29, 1019.79, 23.70,27,253,20,-78,-39,-11,-11,-465,291
26924-0.53, 1019.76, 23.70,25,253,19,-75,-1,-10,-10,-462,289
27019-0.75, 1019.80, 23.70,27,254,20,-79,-53,-11,-13,-463,292
27114-0.59, 1019.82, 23.71,26,253,14,-73,-9,-10,-8,-462,291
27210-0.08, 1019.75, 23.71,25,253,18,-78,-32,-12,-7,-464,293
27305-0.56, 1019.83, 23.71,27,252,20,-78,-49,-10,-10,-463,293
27401-0.80, 1019.81, 23.70,26,253,17,-75,-10,-11,-9,-465,291
27497-1.04, 1019.85, 23.72,28,254,19,-77,-58,-9,-8,-464,290
27596-0.77, 1019.82, 23.71,26,253,18,-76,14,-14,-7,-464,291
27692-0.68, 1019.77, 23.71,26,254,17,-78,-57,-10,-7,-464,293
27788-0.86, 1019.75, 23.72,27,253,14,-72,5,-10,-10,-463,293
27883-1.07, 1019.86, 23.71,25,255,17,-85,-83,-13,-10,-464,291
28009-0.68, 1019.77, 23.72,28,253,17,-73,14,-9,-9,-464,292
28104-0.95, 1019.76, 23.71,28,253,19,-74,-44,-14,-10,-466,289
28214-0.95, 1019.83, 23.71,27,255,16,-78,-37,-9,-7,-466,289
28309-0.83, 1019.78, 23.72,27,253,19,-74,42,-12,-9,-465,290
28411-0.74, 1019.78, 23.71,25,253,20,-78,-81,-10,-6,-461,289
28510-0.92, 1019.81, 23.72,27,252,16,-77,26,-12,-9,-463,292
28606-0.92, 1019.83, 23.72,28,252,16,-76,-48,-9,-8,-463,291
28716-0.86, 1019.79, 23.70,28,255,24,-82,-45,-12,-9,-465,294
28812-0.92, 1019.80, 23.72,27,254,20,-71,2,-8,-10,-463,292
28907-0.89, 1019.81, 23.72,25,253,18,-80,-62,-12,-8,-462,288
29021-0.32, 1019.75, 23.72,27,253,18,-76,-10,-9,-7,-462,292
29116-1.10, 1019.84, 23.72,27,254,20,-79,-40,-11,-8,-464,291
29212-0.98, 1019.85, 23.72,26,254,18,-76,-38,-11,-10,-461,291
29315-1.01, 1019.83, 23.72,28,253,15,-78,-2,-11,-9,-465,293
29413-0.77, 1019.85, 23.72,26,254,19,-77,-51,-11,-10,-462,291
29509-0.91, 1019.80, 23.73,26,253,18,-76,-22,-11,-8,-462,291
29604-1.27, 1019.84, 23.74,26,254,20,-76,-13,-10,-8,-463,293
29701-1.27, 1019.79, 23.74,27,253,16,-77,-44,-11,-8,-462,290
29796-1.16, 1019.83, 23.74,26,254,19,-77,-19,-11,-8,-464,293
29892-0.91, 1019.87, 23.74,27,253,17,-77,-23,-10,-6,-462,293
29987-1.13, 1019.83, 23.73,26,254,18,-78,-38,-11,-7,-460,291
30090-1.06, 1019.79, 23.74,26,254,19,-75,-6,-11,-9,-461,290
30188-1.16, 1019.88, 23.73,26,254,19,-78,-36,-12,-9,-461,291
30284-0.94, 1019.78, 23.73,27,254,20,-76,-37,-10,-9,-463,292
30380-1.27, 1019.82, 23.73,26,254,18,-76,1,-11,-6,-463,290
30475-0.85, 1019.85, 23.74,27,252,19,-77,-61,-12,-8,-462,291
30571-1.01, 1019.86, 23.73,27,252,18,-76,-14,-11,-7,-464,292
30666-0.77, 1019.84, 23.72,27,253,19,-77,-31,-11,-8,-461,291
30763-0.94, 1019.79, 23.73,27,253,20,-78,-39,-11,-6,-462,294
30864-0.61, 1019.81, 23.73,26,254,19,-76,-16,-11,-8,-459,292
30963-1.18, 1019.87, 23.73,27,253,18,-78,-52,-10,-9,-463,290
31058-1.06, 1019.83, 23.75,27,254,18,-75,-6,-13,-10,-463,290
31155-1.06, 1019.86, 23.74,26,255,18,-80,-69,-10,-12,-463,290
31250-1.31, 1019.88, 23.74,27,253,15,-76,-6,-11,-7,-463,292
31346-1.00, 1019.88, 23.74,26,254,20,-79,-51,-11,-10,-461,289
31441-0.76, 1019.88, 23.73,26,253,17,-76,-21,-11,-9,-462,291
31538-1.06, 1019.84, 23.74,26,253,21,-77,-14,-11,-9,-465,291
31639-0.94, 1019.85, 23.74,26,253,18,-79,-54,-10,-8,-460,294
31738-1.27, 1019.86, 23.74,26,253,20,-75,8,-12,-10,-462,292
31863-1.27, 1019.86, 23.74,27,253,19,-79,-62,-11,-10,-463,293
31960-1.13, 1019.87, 23.72,26,253,17,-73,4,-10,-10,-464,293
32055-0.73, 1019.85, 23.73,30,252,16,-76,-15,-8,-11,-466,291
32151-0.76, 1019.79, 23.73,26,254,18,-80,-36,-9,-7,-461,290
32246-0.46, 1019.79, 23.74,26,253,20,-77,-33,-10,-8,-462,291
32342-0.28, 1019.78, 23.74,28,254,17,-77,-19,-12,-9,-463,289
32438-0.79, 1019.83, 23.75,25,254,18,-76,-29,-11,-8,-463,291
32540-1.36, 1019.83, 23.74,28,254,18,-78,-29,-12,-11,-460,291
32638-0.97, 1019.90, 23.75,25,254,17,-75,-42,-9,-7,-463,290
32735-1.09, 1019.84, 23.75,27,254,19,-77,-10,-11,-8,-462,293
32830-0.97, 1019.81, 23.74,27,253,19,-80,-61,-11,-9,-464,291
32925-0.99, 1019.83, 23.74,26,253,18,-73,21,-10,-4,-464,293
33021-0.55, 1019.82, 23.74,27,254,19,-80,-47,-13,-5,-464,292
33117-1.30, 1019.81, 23.74,27,252,17,-73,-1,-12,-9,-464,292
33227-1.00, 1019.79, 23.75,26,253,18,-78,-23,-12,-8,-462,289
33330-0.85, 1019.84, 23.74,29,253,17,-76,-26,-13,-8,-465,292
33428-1.17, 1019.84, 23.75,27,252,19,-75,-3,-13,-7,-465,293
33524-0.63, 1019.76, 23.74,26,253,18,-77,-49,-11,-6,-466,289
33637-0.70, 1019.78, 23.74,27,253,18,-76,-1,-13,-10,-464,293
33732-0.27, 1019.75, 23.74,27,254,18,-79,-35,-10,-7,-463,292
33828-0.51, 1019.82, 23.74,27,253,18,-75,-6,-11,-7,-461,291
33937-0.73, 1019.76, 23.74,25,254,21,-77,-30,-12,-10,-460,293
34032-0.34, 1019.70, 23.74,26,253,18,-74,11,-10,-4,-463,291
34135-0.24, 1019.71, 23.75,27,255,19,-79,-54,-12,-9,-462,296
342330.09, 1019.75, 23.75,25,253,19,-78,-52,-12,-10,-462,291
34329-0.21, 1019.75, 23.75,27,254,19,-75,15,-10,-5,-463,290
34424-0.99, 1019.86, 23.75,26,253,19,-78,-60,-12,-5,-463,292
34520-0.73, 1019.76, 23.75,26,253,18,-79,-37,-11,-3,-463,295
34616-0.57, 1019.79, 23.75,26,253,19,-75,17,-10,-9,-465,292
34711-0.45, 1019.73, 23.75,26,253,17,-83,-107,-11,-7,-463,291
34806-0.30, 1019.73, 23.74,26,253,18,-74,15,-9,-8,-463,289
34909-0.51, 1019.81, 23.75,29,253,17,-78,-36,-7,-9,-462,290
35007-0.76, 1019.79, 23.75,26,253,20,-79,-74,-12,-7,-465,291
